id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9992957,SXSW Home with Pool - Sleeps 6!,15864252,Walker Luxury Vacation,,78703,30.300282324434114,-97.77099363231487,Entire home/apt,1407,2,0,,,45,13
6322748,Quiet home right outside the city!,9509477,Stephen,,78703,30.288031018744185,-97.77053950003985,Entire home/apt,350,2,12,2016-10-07,0.54,1,358
11200939,1 Room for SXSW,1603324,Phil,,78703,30.26843496096673,-97.75517758607762,Private room,250,1,1,2016-03-17,0.08,1,11
2062809,The Maxi Pad on West 7th,12409,Flip,,78703,30.28355256633648,-97.77419558022756,Entire home/apt,90,5,2,2015-10-13,0.06,1,363
5879880,The Ranch Apartment,14446217,Offer,,78717,30.482020595096053,-97.76457847434435,Private room,32,1,46,2017-02-26,2.11,1,294
15112091,Nice place in Austin north suburbs,39057825,Steve,,78717,30.505531866522624,-97.7600339749618,Private room,37,2,1,2016-10-09,0.20,1,363
14771492,Cozy Quarters- Private BR and Bath!,6589352,LaLa,,78717,30.477726535618405,-97.77633430669566,Private room,60,2,0,,,1,364
9152149,Big apartment in North Austin,47648409,Eden,,78717,30.474446473831502,-97.79408082555811,Private room,85,1,5,2015-12-14,0.31,1,362
16119709,"Clean, Cozy & Comfortable 2 Bedroom",45233849,David,,78717,30.48948168566659,-97.77502774328885,Entire home/apt,90,1,16,2017-02-26,6.08,1,103
9421848,Large master with huge tub/shower,48846961,Keenan,,78717,30.498775506401664,-97.74569279017936,Private room,80,1,0,,,1,365
14615422,Funnest apt ever- Austin,41769311,Jessica,,78717,30.477505865245732,-97.78406575961745,Entire home/apt,84,1,9,2017-02-17,2.48,1,169
17072172,Comfortable private bedroom in North Austin!,77121880,Preston,,78717,30.48362712489504,-97.793031885855,Private room,39,1,4,2017-02-28,4,1,99
15449350,Gorgeous Furnished 5 Bedroom Home! 15 mins from DT,97109084,Tina,,78717,30.486048756128678,-97.76404515736068,Entire home/apt,500,5,0,,,1,364
15856049,Comfy Master Bedroom w/ Attached Bath in Austin,53578228,Aashni,,78717,30.483126507851694,-97.79428512423267,Private room,40,1,1,2017-03-05,1,1,171
12249863,North Austin Apartment,59986405,Karina,,78717,30.477294155705355,-97.77497581406402,Entire home/apt,75,1,0,,,1,0
13788883,Luxury apt/king bed/garden tub,79152896,Sheronda,,78717,30.480598514106553,-97.7680678939153,Entire home/apt,50,2,15,2017-02-05,1.90,1,1
14802299,Cozy Family Oasis,92431236,Jennifer,,78717,30.506687918407177,-97.74720921141153,Entire home/apt,250,2,3,2016-12-30,0.83,1,209
11722091,Welcome SXSW - Golf course lot-,62338471,Tim,,78717,30.50224780483323,-97.76904850017509,Entire home/apt,700,1,0,,,1,0
5811482,Comfortable Queen Size Bed. ,30153189,Dean,,78717,30.497033939163128,-97.79787458531123,Private room,109,1,0,,,1,365
5592178,Guest Bedroom - Renting for SXSW,26432607,Rae,,78749,30.23022432370606,-97.83791744906914,Private room,100,2,0,,,1,365
14664480,Austin Hide-away ATX on a budget,5469228,Julie,,78749,30.203295498120607,-97.85861539465851,Private room,125,1,0,,,1,365
12053729,"Clean, Private, Comfy and quiet :)",29772449,Atoosa,,78749,30.223724076999193,-97.86622633080776,Private room,65,1,0,,,1,34
11711429,Cute cozy private  3 bedroom apt,22131445,Eva,,78749,30.232213904547155,-97.83849630273932,Private room,280,1,0,,,2,365
17362043,Rooms available for sxsw,66469299,Penny,,78749,30.22525066915131,-97.84371624450053,Private room,350,1,0,,,2,364
965572,"SXSW / ACL - Big house w/Pool, more",5255496,Craig,,78749,30.226525570649105,-97.86882300041744,Private room,250,4,0,,,1,365
7748431,South ATX House w/ Private Bedroom,39656858,Brock,,78749,30.20920196085443,-97.85116439642722,Private room,52,1,1,2015-10-21,0.06,1,364
135178,Charming Home in Austin- Sleeps 4,197511,Christie,,78749,30.201804472684593,-97.84863097893994,Private room,200,1,3,2016-04-09,0.06,1,365
14109565,South Austin Oasis- Great Backyard! Chickens!,84985031,Rhonda,,78749,30.22098242835504,-97.86560259264714,Private room,75,1,4,2017-01-01,0.56,1,350
13165456,"Large, quiet home 20 mins from downtown Austin",19042720,Tracee,,78749,30.210025797626706,-97.89030151271135,Entire home/apt,110,2,20,2017-02-25,2.91,1,301
14918136,"Large, clean South Austin House *SXSW*",6413778,Rachel,,78749,30.20964389013318,-97.84815626014026,Private room,85,1,0,,,1,179
8673871,Cozy room in South Austin,12403598,Daniel,,78749,30.21891085244064,-97.87669411842377,Private room,99,1,1,2016-03-21,0.09,1,365
11270620,Sleeper sofa in private floor,53220392,Julia,,78749,30.22504994471824,-97.86186342638345,Private room,35,1,10,2016-11-20,0.79,3,355
2499077,Nice apartments 5-10 min. from DT.,12790986,Jake,,78749,30.23465000410745,-97.84018529204081,Private room,150,1,0,,,1,365
15884512,Welcome Home! Welcome to the City Limits!,3240040,Nisa,,78749,30.233504607355385,-97.85063214619208,Private room,49,2,0,,,1,173
17499008,4 BR Home 20 Minutes to Downtown or Hill Country,118592232,Theresa,,78749,30.205158208248264,-97.87828949744444,Entire home/apt,186,1,0,,,1,295
13565075,Hove loop master bedroom,78127530,Allie,,78749,30.200720370641896,-97.8544986725766,Private room,27,1,1,2016-07-07,0.12,1,0
577473,Austin House for special events,2839901,Linda,,78749,30.228892374345758,-97.85097741155383,Private room,50,2,15,2016-09-04,0.34,2,57
15696547,Room and Amenities in South Austin,101334853,Rory,,78749,30.2353623332124,-97.83873464519344,Private room,40,1,5,2017-01-01,1.29,1,85
5549898,Mid Century Oasis!,24710346,Patrick,,78749,30.228730547640104,-97.86022206479413,Private room,49,2,0,,,1,0
12988990,Little Texas Hideout,57475358,John,,78749,30.231573999163125,-97.83465587655915,Private room,28,1,61,2017-02-20,6.22,2,83
8526072,Large clean apt,22131445,Eva,,78749,30.230996515582497,-97.83427921269906,Private room,165,1,0,,,2,365
925980,Luxury Hill Country Condo Awaits...,3175045,Ryan,,78749,30.22529795447423,-97.86655016754268,Private room,7000,3,2,2016-08-30,0.04,1,0
10135898,Relaxed Austin Home,7131064,Luis,,78749,30.230921241399646,-97.87213590797336,Private room,75,1,0,,,2,365
2385724,Tropical Pool - Greenbelt - 10min to downtown!,10172735,Ryan,,78749,30.213270167523202,-97.88680262670363,Entire home/apt,400,3,2,2016-11-20,0.37,1,60
15095434,Country-like setting! Short drive to downtown!,92634357,Ruthy & Roger,,78749,30.213888744161338,-97.85037404996743,Entire home/apt,80,1,58,2017-02-28,11.01,1,285
17532515,Spacious in S. Austin | access to downtown & food,28646148,Luke,,78749,30.209293316607177,-97.84928212747798,Entire home/apt,75,1,0,,,1,160
17555834,Entire home in Sunset Valley,110535995,Claire,,78749,30.22767294391608,-97.82930972838311,Entire home/apt,104,1,0,,,1,349
15629891,7 minutes south of downtown with greenbelt access.,55347840,Natalie,,78749,30.231569256276718,-97.83564488650126,Entire home/apt,84,3,14,2017-02-26,3.31,1,5
17435342,SXSW Austin Spacious Apt 12 Mins From Downtown!!!!,29657311,Addis,,78749,30.229950184001265,-97.82540452960573,Entire home/apt,175,2,0,,,1,5
5047878,SXSW - Just 12 Miles From Downtown,25721187,Eric,,78749,30.209066478160423,-97.88480023590905,Entire home/apt,545,1,0,,,1,0
8063156,South Austin House/Sobro Neighbood,4508373,Sam,,78749,30.20595369599145,-97.84101738263601,Entire home/apt,200,4,0,,,1,0
15251655,Large family friendly house backing to greenbelt,96992155,Ulises,,78749,30.19343379711733,-97.86448198186328,Entire home/apt,150,2,5,2017-02-19,1.05,1,302
17303739,Home available close to SXSW!,39636468,Joanne,,78749,30.2072209110653,-97.87869027840378,Entire home/apt,400,3,0,,,1,347
10525454,Nice quiet apartment near park,9813197,Michael,,78749,30.21802642129598,-97.85230516735574,Entire home/apt,47,1,0,,,1,0
14761274,Spacious 3bedroom W/backyard oasis,87584875,Kevin,,78749,30.19753393023324,-97.85485158908698,Entire home/apt,225,3,1,2016-10-23,0.22,1,126
10924553,Minutes From SXSW Action! Up to 8+,22660327,Deirdre,,78749,30.207214993637905,-97.85282769184418,Entire home/apt,199,1,1,2016-03-19,0.08,1,0
8172784,Great Location- Very Comfortable Home,43132909,Pattie,,78749,30.20152888240576,-97.87131504728022,Entire home/apt,190,3,0,,,1,359
11442440,Spacious Studio 5 min from DT ATX,60143347,Tim,,78749,30.23049547543279,-97.83296358222765,Entire home/apt,200,1,0,,,1,0
13123061,"Quiet, family friendly, South Austin Apartment.",73030738,Eileen,,78749,30.234841370986924,-97.83794265270086,Entire home/apt,50,1,9,2016-07-02,0.94,3,0
17516270,"Large, Comfy 1BR Apartment in South Austin",100380702,Annie,,78749,30.22921328196172,-97.82676085907588,Entire home/apt,400,1,0,,,1,29
8086913,Art-filled home 15 min to Zilker,5132984,April,,78749,30.225128406113786,-97.8795807030997,Entire home/apt,289,1,0,,,1,0
11716760,Clean and Modern Full Home,20770210,Bernie,,78749,30.212103938887413,-97.85554727766483,Entire home/apt,950,2,0,,,1,0
11758193,"Spacious Clean ""Hotel Like"" Studio",61017660,Christy,,78749,30.23104937719109,-97.83449057450272,Entire home/apt,180,1,2,2016-03-20,0.17,1,0
16228723,Location and comfort,51389836,Alexandria,,78749,30.226920349939284,-97.82838653071099,Entire home/apt,350,2,0,,,1,361
12017666,Wow! Just a Few Days Left! - Just $49/night!,22647318,National Corporate Housing-Houston,,78749,30.231043821714696,-97.8411442069626,Entire home/apt,49,4,1,2017-02-27,1,1,48
4756166,Super Clean/Convenient South Austin,24543137,Laurie,,78749,30.202502307350937,-97.84028003349047,Entire home/apt,300,2,9,2016-05-01,0.39,1,54
17080986,2bd/2.5bath Condo minutes from Town,114611341,Donna,,78749,30.224928195759436,-97.84422584444107,Entire home/apt,149,3,2,2017-02-26,2,1,77
8150068,Gorgeous 2/2 house avail March/SXSW,30078068,Anna,,78749,30.20489662581002,-97.83953070705377,Entire home/apt,199,2,0,,,1,0
8456767,2nd ACL WKND or F-1- SW Garden Home,32438820,Melissa,,78749,30.225563612633678,-97.83892136164866,Entire home/apt,325,3,0,,,1,0
10309872,S. Austin Great Location House,53047462,David,,78749,30.207826139819105,-97.84848350044345,Entire home/apt,210,2,18,2017-01-02,1.52,1,357
2361530,3 bedroom Austin House,12060497,Allison,,78749,30.205659044026692,-97.83985189412614,Entire home/apt,750,1,0,,,1,0
17134518,Hudy Delight,115177640,Kristen,,78749,30.205767033997226,-97.84721634177065,Entire home/apt,159,2,0,,,1,73
5327063,"Reduced!SXSW-Spacious 4BR, SWAustin",4045426,Selina,,78749,30.204134276962534,-97.8469545281194,Entire home/apt,399,1,0,,,1,0
14165863,Cozy ATX getaway 10 minutes from downtown,37453042,Nathalie,,78749,30.2309624751005,-97.82288738891705,Entire home/apt,92,3,4,2016-10-27,0.65,1,354
17223807,Cozy 3BR home short drive to downtown.,3303454,Jake,,78749,30.22455372111904,-97.86263471642022,Entire home/apt,220,3,0,,,1,127
17378761,Under the Trees,117446188,Jef,,78749,30.207652996210758,-97.86516613669278,Entire home/apt,550,5,0,,,1,23
17184437,LuxuryNaturePark /LongTermTil2018,41640596,Amanda,,78749,30.22438531972007,-97.84978104096629,Entire home/apt,45,1,0,,,2,135
3353881,Awesome 3/2 House with chickens!,16923198,Brooke,,78749,30.207148258699142,-97.85004722872183,Entire home/apt,250,2,21,2017-02-21,0.68,1,354
17223547,Cozy 1B/1B APT in South Austin,115984444,Morgan,,78749,30.202686545916734,-97.86063621328282,Entire home/apt,150,1,0,,,1,179
17361906,Townhouse minutes from downtown.,66469299,Penny,,78749,30.2242685020276,-97.84511280291997,Entire home/apt,575,4,0,,,2,358
14932678,4BR 15 minutes from Downtown,75743849,Sarah,,78749,30.218688730601308,-97.86154833341455,Entire home/apt,400,3,5,2017-02-05,1.05,1,155
10718279,Charming Home,55391073,Elizabeth,,78749,30.211774505310224,-97.83525744566948,Entire home/apt,150,1,2,2017-01-01,0.40,1,191
16646919,Abilene Trail House,110019137,Amy,,78749,30.225417596241055,-97.85958095243514,Entire home/apt,400,2,0,,,1,341
14648559,"Roomy, Eclectic Limestone 10 min from ACL Fest",40880026,Cory And Renee,,78749,30.209857774194077,-97.86891551084955,Entire home/apt,450,2,0,,,1,88
720616,Beautiful house with pool ,3719930,Gabrielle,,78749,30.224743894879744,-97.86019695166281,Entire home/apt,435,2,38,2016-06-12,0.79,1,365
685759,Updated 3/2 Cottage,3497948,Colin & Wendy,,78749,30.207341200429603,-97.84091741921294,Entire home/apt,395,3,0,,,1,173
963776,Welcome to your SXSW Cottage~ENJOY~,5241182,Lesa,,78749,30.218526598417633,-97.83150251537036,Entire home/apt,175,1,0,,,1,365
4218221,Entire apt for Formula 1 weekend!,21893262,Madison,,78749,30.230812557146056,-97.83433930230355,Entire home/apt,400,2,0,,,1,365
1712329,Cozy Apartment on S. Mopac Expy,9031314,Dylan,,78749,30.231272886948055,-97.8236423463184,Entire home/apt,300,1,0,,,1,365
15346810,Super Cute Southwest Austin Home,97868251,Gabrielle,,78749,30.23277904266276,-97.85143264012456,Entire home/apt,200,2,3,2016-11-18,0.66,1,88
16238095,"4/2, SW AUS ~ 10 min. DT",23262800,Shelby,,78749,30.19542217637406,-97.86298867930286,Entire home/apt,239,3,2,2017-02-12,1.20,2,344
5116645,"spacious apt, 5 min to DT",26440633,Parker,,78749,30.230862650166788,-97.82342383184346,Entire home/apt,150,1,5,2016-03-20,0.21,1,0
8735006,Party and get your tranquility,45828946,Pete,,78749,30.22582730267232,-97.82343608012553,Shared room,100,1,0,,,1,365
12136858,Comfy room in gorgeous Austin home,65115560,Chris,,78749,30.22590321686649,-97.88039951921873,Private room,49,1,5,2017-02-17,0.48,1,356
5871963,South Austin Home Near Downtown,20993943,Bruce,,78749,30.202928015368553,-97.85243690098913,Private room,39,3,46,2016-11-25,2.11,1,174
11647509,Queen Bedroom  Private Bath,61773205,Gwenneth,,78749,30.22563766287469,-97.86125390573963,Private room,60,1,2,2016-03-23,0.17,1,2
5317194,"Forest Views in South Austin, Close to Everything!",6182560,Ryan,,78749,30.214674054502364,-97.83023141961849,Private room,95,1,2,2016-10-09,0.08,2,0
541814,Private room in cozy home-SW Austin,1912186,Sajni,,78749,30.220615306815798,-97.85833373570415,Private room,69,2,39,2017-03-06,0.80,1,172
17514280,Cozy Private Room and Bath for SXSW,116272711,Alayna,,78749,30.203611907466925,-97.8551566423945,Private room,200,3,0,,,1,90
11591717,Comfortable room on a quiet street,61312855,Amanda,,78749,30.219059762140155,-97.86755345000067,Private room,60,1,32,2017-03-06,2.70,1,343
8255679,House in Western Oaks,17285773,Leon,,78749,30.220286067160878,-97.86239691282252,Private room,150,2,0,,,1,86
16151788,COMFORT RETREAT in CENTRAL AUSTIN,105411733,Alllines,,78749,30.20237208095856,-97.85871281857277,Private room,40,3,0,,,1,156
8908560,Beautiful room in south Austin,961119,Tanya,,78749,30.222036326799397,-97.85584150087068,Private room,350,1,0,,,1,0
5830065,Unused Spare BedRoom,30261847,Joe,,78749,30.2287336909558,-97.82786354690053,Private room,75,1,1,2016-10-10,0.20,1,365
11071563,Lazy 'J' Retreat,57475358,John,,78749,30.22995678228464,-97.8343770610037,Private room,45,1,30,2016-12-13,2.65,2,87
17494060,"Pleasant, Clean, Comfortable - SW Austin gem",5324069,Cecile,,78749,30.230905847018043,-97.86856322274946,Private room,225,5,0,,,1,84
9563959,South Austin 3bd/2BA,1523587,Dallas,,78749,30.206424905390886,-97.84817352962513,Entire home/apt,325,3,0,,,13,364
979747,Family Friendly Near Downtown,2839901,Linda,,78749,30.230536697965512,-97.85175323523022,Private room,50,2,25,2016-04-20,0.54,2,356
6449683,Beautiful 3/2.5 House in SW Austin,33675714,Laura,,78749,30.228690368662235,-97.87479744998856,Entire home/apt,87,7,1,2016-08-15,0.15,1,338
13029968,CIRCLE C Private Room South Austin,25071017,Reina,,78749,30.20936165172474,-97.88660350947225,Private room,49,2,0,,,1,0
15164722,"1 bedrm/1 bath in large, sunny apartment",24941801,Melissa,,78749,30.231040851905817,-97.84212704880252,Private room,104,2,2,2017-02-15,0.40,1,324
16998831,"Private Room, cat & weightlifting platform in home",90242578,Kimberly,,78749,30.206442659193364,-97.85308769671974,Private room,34,1,4,2017-02-21,4,1,64
5759626,Private room in South Austin,439018,Aakash,,78749,30.231737880028756,-97.83299510353591,Private room,45,1,5,2016-10-09,0.21,1,355
942643,Room - SW Austin - 10 min to SXSW,2292484,Paul,,78749,30.224386531380592,-97.8772999687036,Private room,175,4,0,,,1,365
11262071,Great room in beautiful house,53220392,Julia,,78749,30.225330513241705,-97.86270165097685,Private room,70,1,4,2016-04-11,0.31,3,251
1954814,Creative & Chill House with a Room,10085865,Felicia,,78749,30.21248859932343,-97.8505935272581,Private room,55,7,10,2016-10-07,0.27,1,352
11325427,South Austin Nook - 10 min downtown,26269945,Dee,,78749,30.207161950779636,-97.85427584272365,Private room,35,1,2,2016-03-20,0.17,2,0
348771,Beautiful Home Away From Home,1767284,William,,78749,30.216135850028724,-97.88686627731609,Private room,125,1,0,,,1,365
17320728,Home Away from Home on Greenbelt,24243200,P,,78749,30.212794412826007,-97.84871099065874,Private room,80,2,0,,,1,29
10341129,Lovely room in beautiful Oak Hill,53220392,Julia,,78749,30.22540579774421,-97.8632088845814,Private room,85,1,15,2017-02-24,1.05,3,264
8986977,Easy access to Austin Living,38364237,Susie,,78749,30.196633039333012,-97.85905160315774,Private room,39,2,26,2017-02-12,1.97,1,338
15025898,11 min from downtown Austin!!,77930038,Victoria,,78749,30.231059003286692,-97.83879444813667,Private room,80,1,6,2016-12-30,1.15,1,51
964329,"SXSW / ACL - Big house w/Pool, more",1729868,Craig,,78749,30.22749141726903,-97.86861010835345,Private room,250,4,0,,,1,365
5637867,Cozy Private Room in SW Austin,29218553,Astrum,,78749,30.20751295258174,-97.85718254779562,Private room,45,1,22,2016-03-23,1.07,1,248
4104747,Warm Open Space in South Austin,1450294,Ryan,,78749,30.211283915799516,-97.84565417997457,Entire home/apt,250,2,4,2016-01-02,0.17,1,365
1777579,Updated SW Austin home - F1 rental ,9332565,Gloria,,78749,30.22621607627058,-97.84336912113164,Entire home/apt,1200,1,0,,,1,365
73898,Close to everything !! Good music!!,387130,Rick,,78749,30.208574214643903,-97.85672910817124,Private room,67,2,12,2016-12-03,0.18,1,357
11376716,South Austin Niche- 10 min downtown,26269945,Dee,,78749,30.209193914141913,-97.85425705747467,Private room,75,1,0,,,2,0
1018096,Three Bedrooms in SW Austin,5603460,Patti,,78749,30.212246567824394,-97.88035595097968,Private room,75,2,13,2016-10-25,0.36,1,171
14551076,South Austin Retreat in Paradise,11263715,Christie,,78749,30.209114967414184,-97.84895288537692,Private room,120,1,4,2016-11-14,0.89,1,165
12094098,Traveler Pad - 10 Mins To Downtown,46594622,Charles,,78749,30.227119950611282,-97.83498202146629,Private room,48,1,28,2017-02-20,2.46,1,161
6291810,Perfect weekend getaway. G,32713240,Bryan,,78749,30.226491096725233,-97.87056240819653,Entire home/apt,600,3,22,2016-12-25,1.13,1,152
32396,South Austin Comfort,140174,Tiffany,,78749,30.20272666958141,-97.84438945512736,Entire home/apt,55,1,9,2012-10-02,0.11,1,0
329306,Urban Homestead w/ Bikes & Chickens,880571,Angel,,78702,30.272349089217467,-97.72514019490427,Private room,75,1,288,2017-03-06,4.76,8,327
14198986,Private Room in Central East Austin,86130969,Christine,,78702,30.271717058195634,-97.72734457556263,Private room,35,2,7,2016-12-22,1.01,1,1
16559206,"E Downtown. Zen Room 1. Bright, clean, inviting!",25801591,Devon,,78702,30.270374518861587,-97.72828448288449,Private room,99,1,7,2017-02-23,4.04,2,149
78731,Beautiful East Austin House,423131,Robin,,78702,30.269835136442897,-97.72874108151399,Private room,85,2,50,2017-02-28,0.83,3,152
2011847,Awesome Downtown- Chic Room!,10351015,Chris & Loni,,78702,30.263116443940277,-97.7334923754466,Private room,75,1,228,2017-03-02,5.77,11,313
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.274477006876456,-97.72692243082199,Private room,62,2,172,2017-02-20,2.75,1,310
10611397,Cozy house. Walk to SWSW events.,54755837,Gregory,,78702,30.273759828803602,-97.71947689238006,Private room,43,1,110,2017-02-26,9.04,1,332
11679751,"Cozy room & private bath, near DT; w/ Google Fiber",6490356,Duane,,78702,30.264435672481643,-97.71860021130526,Private room,53,1,97,2017-03-01,8.15,4,18
13952043,"Downtown, Private Room, Lots of Amenities!",9972189,Jon,,78702,30.269538637492786,-97.72947490505767,Private room,55,1,17,2017-03-05,2.36,1,73
17421236,SXSW private master bedroom & bath,421691,Donna,,78702,30.26973232877756,-97.72402870415314,Private room,125,1,0,,,1,302
11554430,Modern Loft Bedroom. Great Location,61009385,Guy,,78702,30.27025552284101,-97.73225049178814,Private room,80,2,13,2017-02-26,2.36,1,217
16858784,Private Sanctuary in the heart of Austin,11268496,Sara,,78702,30.26836805197354,-97.71608001014725,Private room,40,2,2,2017-02-20,1.58,1,32
8887697,East Side Downtown Retreat,44278521,Elle,,78702,30.270930883098263,-97.72985904825661,Private room,65,2,22,2017-02-26,1.36,2,340
16507173,Minimal Private Bedroom in East Austin,108480077,Mauricio,,78702,30.269187425435227,-97.72047381367912,Private room,40,1,3,2017-02-26,3,1,52
17438410,SXSW Bedroom on Wheels,15402450,Beth,,78702,30.26926905888801,-97.72604125597124,Private room,150,1,0,,,1,82
16559045,"E Downtown. Zen Room 2. Bright, clean, inviting!",25801591,Devon,,78702,30.27217262996767,-97.72734913408041,Private room,99,1,6,2017-02-21,3.53,2,75
2514832,Playful CHIC Downtown ATX Room!,10351015,Chris & Loni,,78702,30.25717849000322,-97.73015099636571,Private room,39,1,245,2017-03-02,6.72,11,318
17479917,Private 1BD/1BA in Downtown Austin for SXSW,9198361,Shane,,78702,30.26983660763599,-97.73277234984633,Private room,399,1,0,,,1,15
883802,Urban Homestead w/ Chickens & Bikes,880571,Angel,,78702,30.27203690525603,-97.72384479129484,Private room,75,1,151,2017-02-20,3.05,8,329
6887725,East Side Artist's House on 13th St,36093951,Lauren,,78702,30.275670611191014,-97.71703259067547,Private room,80,1,84,2017-03-05,4.85,1,11
17589938,"Cute, Quiet Room on the East Side Downtown ATX",119507128,Amanda,,78702,30.25628689738009,-97.7285698778722,Private room,80,1,0,,,1,358
13958677,Modern Eastside Funky Converted Garage,9862591,Frederick,,78702,30.254589059851835,-97.73117125942471,Private room,99,1,47,2016-12-21,6.24,2,0
7542470,BRIGHT ROOM in MODERN home DOWNTOWN,13124508,AJ & Meaghan,,78702,30.271748046345078,-97.73107856565244,Private room,125,1,82,2017-03-05,4.25,5,337
17347077,Spacious East Austin Master Suite,1575021,Kymberlie,,78702,30.27127689612055,-97.71909408608687,Private room,50,2,0,,,2,343
16789450,East 11th bungalow PERFECT SXSW location,731142,Stephanie & Nick,,78702,30.272516119448674,-97.72383615888573,Private room,350,1,0,,,1,56
5652978,Charming Downtown Eastside Home,6691050,Elisa,,78702,30.272312924949265,-97.72785029077058,Private room,125,1,1,2015-03-21,0.04,1,0
11678402,"Artsy 70's house, view of capital!",1895964,Michael,,78702,30.273913844049936,-97.7265849940671,Private room,200,1,0,,,3,20
11702724,Room in creative downtown home,25513049,Zach,,78702,30.27601431635265,-97.72569623626747,Private room,169,1,3,2016-09-30,0.25,1,0
230933,The Coots House,1207189,Walter And Sarah,,78702,30.269858958167337,-97.72427002487156,Private room,70,1,60,2017-02-28,0.99,2,46
10896068,Month of SXSW,10344537,Matthew,,78702,30.271087452986226,-97.72719775364345,Private room,33,1,1,2016-03-17,0.08,2,0
768730,Inn at the Old School,4055008,D'Ann,,78702,30.268441855222992,-97.72345572588652,Private room,155,2,27,2016-11-12,0.52,5,343
17240128,Comfortable room in PERFECT swsx location,4577447,Alfred,,78702,30.264360000201084,-97.72049727586247,Private room,195,3,0,,,1,72
16632124,Comfy Private Room/Bath Close to DT,10148375,Bill,,78702,30.261724763279496,-97.71922436943818,Private room,75,2,2,2017-02-21,2,1,139
2515481,Quiet Chic -- Downtown ATX!,10351015,Chris & Loni,,78702,30.259960875892805,-97.73227140288543,Private room,45,1,186,2017-02-25,5.12,11,337
7581746,Walk Downtown and to Franklin BBQ!,14070341,Carlos,,78702,30.270908043487786,-97.72931734280289,Private room,120,1,6,2017-02-19,0.92,3,174
10541666,Sunny room in East Austin,579505,Jake,,78702,30.271335071591015,-97.71906337153713,Private room,65,1,52,2016-10-02,3.90,1,0
14806892,Cozy Eastside Private Room in Holly Neighborhood!,47125329,Michelle,,78702,30.254280922181014,-97.71646513971079,Private room,50,1,54,2017-02-26,8.76,1,326
9301886,6 min Walk to 6th,46872255,Alisha & Alex,,78702,30.261158849176383,-97.73343340675068,Private room,62,1,91,2017-02-13,5.85,2,32
15644722,Cozy Room in Eastside Co-op,93761506,Flora,,78702,30.270055214038088,-97.72503662024428,Private room,40,1,2,2016-11-07,0.47,1,0
16303134,FLEX-Space. East Downtown. Luxurious Rooms & Bath,11744806,Lana,,78702,30.271854667338264,-97.72667268734524,Private room,99,1,3,2017-01-23,1.80,4,73
17421057,"SXSW Bedroom, Shared Bathroom",28407256,Shawn,,78702,30.26470664544865,-97.72297370340048,Private room,350,7,0,,,3,65
10699500,Walk to Downtown,55280264,Tj,,78702,30.271389436484004,-97.7293545079253,Private room,125,2,10,2016-10-11,0.84,1,0
15282071,Canopy Room in East Austin Co-op,35754430,Joe,,78702,30.27050561387244,-97.72444512341971,Private room,50,1,1,2016-10-23,0.22,1,162
17513808,SXSW Hipster Crash pad,118731025,Justin,,78702,30.253539157248227,-97.72583892786066,Private room,150,1,0,,,1,2
16579394,"Private Queen, Modern Bungalow Heart of East ATX !",5432772,Ashley & Abba,,78702,30.255707392481018,-97.71670232890234,Private room,70,2,7,2017-03-06,4.77,2,38
12385369,Easy East Austin Living,26444019,Neal,,78702,30.256593917230855,-97.73238074191653,Private room,55,1,9,2016-11-14,1.15,3,0
17408151,Art Home for SXSW,117712915,Thomas,,78702,30.253415318766038,-97.71861106732075,Private room,250,3,0,,,1,8
15315326,Eastside Flats Lower Flat,19380268,Ryan,,78702,30.2796487906112,-97.71781185469654,Private room,99,2,12,2017-03-05,2.50,2,69
16172476,"Sunny, clean room in Eastside house w/ Keycode",21927938,Amanda,,78702,30.262467094102355,-97.72778430484671,Private room,71,1,29,2017-03-03,8.88,2,62
7836824,Welcome home to Swede Hill,41277676,Stephanie,,78702,30.27700826332884,-97.7294092701907,Private room,50,1,71,2016-12-18,3.83,2,0
15336957,Room in creative downtown home,82485370,Adrian,,78702,30.275999315186837,-97.72400198237128,Private room,80,1,26,2017-02-26,5.20,1,62
17344531,Comfy room in East/Central Austin,116224870,Kiel,,78702,30.258927097994434,-97.73021939531662,Private room,49,1,4,2017-03-05,4,1,3
5240594,Private Room in Retro Cool Home,6689933,Gabrielle & Kyle,,78702,30.26827837487075,-97.72132849630914,Private room,90,1,43,2017-02-19,1.76,2,350
17509772,Sunny room 15 min walk to DT Austin,108990594,Eve,,78702,30.27130075186834,-97.71799081093751,Private room,80,1,0,,,2,168
5570822,2 Q Beds w/ Bath close to DT - with Google Fiber!,6490356,Duane,,78702,30.26497634180994,-97.71649763982053,Private room,65,1,101,2017-02-22,4.55,4,39
11548438,Forest Room in Rosewood Co-op House,35741000,Elise,,78702,30.268655536093107,-97.72531041442112,Private room,130,2,0,,,1,0
17429870,Beautiful Historic House for Female Creatives,117912826,Gabriella,,78702,30.27444371908533,-97.7302113251316,Private room,300,7,0,,,1,59
74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.276563006645468,-97.72165675491894,Private room,75,2,44,2017-02-12,1.06,1,288
